Abbreviation,Description,Reaction,GPR,Lower bound,Upper bound,Objective,Subsystem,References
r_2970No1,"PC (1-18:0, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane (No1)",s_2971 + s_3213 + 0.080221 prot_P40345  -> s_3039 + s_3430 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_2971No1,"PC (1-18:1, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane (No1)",s_2971 + s_3214 + 0.080221 prot_P40345  -> s_3039 + s_3431 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_2972No1,"PC (1-16:0, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (No1)",s_2973 + s_3207 + 0.080221 prot_P40345  -> s_3025 + s_3428 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_2973No1,"PC (1-16:1, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (No1)",s_2973 + s_3208 + 0.080221 prot_P40345  -> s_3025 + s_3429 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_2974No1,"PC (1-18:0, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (No1)",s_2973 + s_3209 + 0.080221 prot_P40345  -> s_3025 + s_3430 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_2975No1,"PC (1-18:1, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (No1)",s_2973 + s_3210 + 0.080221 prot_P40345  -> s_3025 + s_3431 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_2976No1,"PC (1-16:0, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (No1)",s_2973 + s_3211 + 0.080221 prot_P40345  -> s_3041 + s_3428 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_2977No1,"PC (1-16:1, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (No1)",s_2973 + s_3212 + 0.080221 prot_P40345  -> s_3041 + s_3429 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_2978No1,"PC (1-18:0, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (No1)",s_2973 + s_3213 + 0.080221 prot_P40345  -> s_3041 + s_3430 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_2979No1,"PC (1-18:1, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (No1)",s_2973 + s_3214 + 0.080221 prot_P40345  -> s_3041 + s_3431 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_2980No1,"PC (1-16:0, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (No1)",s_2968 + s_3207 + 0.080221 prot_P40345  -> s_3020 + s_3428 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_2981No1,"PC (1-16:1, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (No1)",s_2968 + s_3208 + 0.080221 prot_P40345  -> s_3020 + s_3429 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_2982No1,"PC (1-18:0, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (No1)",s_2968 + s_3209 + 0.080221 prot_P40345  -> s_3020 + s_3430 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_2983No1,"PC (1-18:1, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (No1)",s_2968 + s_3210 + 0.080221 prot_P40345  -> s_3020 + s_3431 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_2984No1,"PC (1-16:0, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (No1)",s_2968 + s_3211 + 0.080221 prot_P40345  -> s_3036 + s_3428 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_2985No1,"PC (1-16:1, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (No1)",s_2968 + s_3212 + 0.080221 prot_P40345  -> s_3036 + s_3429 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_2986No1,"PC (1-18:0, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (No1)",s_2968 + s_3213 + 0.080221 prot_P40345  -> s_3036 + s_3430 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_2987No1,"PC (1-18:1, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (No1)",s_2968 + s_3214 + 0.080221 prot_P40345  -> s_3036 + s_3431 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_2988No1,"PC (1-16:0, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (No1)",s_2970 + s_3207 + 0.080221 prot_P40345  -> s_3022 + s_3428 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_2989No1,"PC (1-16:1, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (No1)",s_2970 + s_3208 + 0.080221 prot_P40345  -> s_3022 + s_3429 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_2990No1,"PC (1-18:0, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (No1)",s_2970 + s_3209 + 0.080221 prot_P40345  -> s_3022 + s_3430 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_2991No1,"PC (1-18:1, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (No1)",s_2970 + s_3210 + 0.080221 prot_P40345  -> s_3022 + s_3431 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_2992No1,"PC (1-16:0, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (No1)",s_2970 + s_3211 + 0.080221 prot_P40345  -> s_3038 + s_3428 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_2993No1,"PC (1-16:1, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (No1)",s_2970 + s_3212 + 0.080221 prot_P40345  -> s_3038 + s_3429 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_2994No1,"PC (1-18:0, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (No1)",s_2970 + s_3213 + 0.080221 prot_P40345  -> s_3038 + s_3430 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_2995No1,"PC (1-18:1, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (No1)",s_2970 + s_3214 + 0.080221 prot_P40345  -> s_3038 + s_3431 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_2996No1,"PC (1-16:0, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (No1)",s_2972 + s_3207 + 0.080221 prot_P40345  -> s_3024 + s_3428 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_2997No1,"PC (1-16:1, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (No1)",s_2972 + s_3208 + 0.080221 prot_P40345  -> s_3024 + s_3429 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_2998No1,"PC (1-18:0, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (No1)",s_2972 + s_3209 + 0.080221 prot_P40345  -> s_3024 + s_3430 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_2999No1,"PC (1-18:1, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (No1)",s_2972 + s_3210 + 0.080221 prot_P40345  -> s_3024 + s_3431 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_3000No1,"PC (1-16:0, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (No1)",s_2972 + s_3211 + 0.080221 prot_P40345  -> s_3040 + s_3428 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_3001No1,"PC (1-16:1, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (No1)",s_2972 + s_3212 + 0.080221 prot_P40345  -> s_3040 + s_3429 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_3002No1,"PC (1-18:0, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (No1)",s_2972 + s_3213 + 0.080221 prot_P40345  -> s_3040 + s_3430 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_3003No1,"PC (1-18:1, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (No1)",s_2972 + s_3214 + 0.080221 prot_P40345  -> s_3040 + s_3431 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_3004No1,"PC (1-16:0, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (No1)",s_2974 + s_3207 + 0.080221 prot_P40345  -> s_3026 + s_3428 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_3005No1,"PC (1-16:1, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (No1)",s_2974 + s_3208 + 0.080221 prot_P40345  -> s_3026 + s_3429 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_3006No1,"PC (1-18:0, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (No1)",s_2974 + s_3209 + 0.080221 prot_P40345  -> s_3026 + s_3430 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_3007No1,"PC (1-18:1, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (No1)",s_2974 + s_3210 + 0.080221 prot_P40345  -> s_3026 + s_3431 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_3008No1,"PC (1-16:0, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (No1)",s_2974 + s_3211 + 0.080221 prot_P40345  -> s_3042 + s_3428 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_3009No1,"PC (1-16:1, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (No1)",s_2974 + s_3212 + 0.080221 prot_P40345  -> s_3042 + s_3429 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_3010No1,"PC (1-18:0, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (No1)",s_2974 + s_3213 + 0.080221 prot_P40345  -> s_3042 + s_3430 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_3011No1,"PC (1-18:1, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (No1)",s_2974 + s_3214 + 0.080221 prot_P40345  -> s_3042 + s_3431 ,YNR008W,0,Inf,0,sce00561  Glycerolipid metabolism,
r_3022No1,"PC phospholipase B (1-16:0, 2-16:1), ER membrane (No1)",s_2808 + s_3207 + 2.6168e-07 prot_Q04958  -> s_2783 + s_2837 + s_3428 ,YML059C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3023No1,"PC phospholipase B (1-16:1, 2-16:1), ER membrane (No1)",s_2808 + s_3208 + 2.6168e-07 prot_Q04958  -> s_2783 + s_2837 + s_3429 ,YML059C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3024No1,"PC phospholipase B (1-18:0, 2-16:1), ER membrane (No1)",s_2808 + s_3209 + 2.6168e-07 prot_Q04958  -> s_2783 + s_2837 + s_3430 ,YML059C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3025No1,"PC phospholipase B (1-18:1, 2-16:1), ER membrane (No1)",s_2808 + s_3210 + 2.6168e-07 prot_Q04958  -> s_2783 + s_2837 + s_3431 ,YML059C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3026No1,"PC phospholipase B (1-16:0, 2-18:1), ER membrane (No1)",s_2808 + s_3211 + 2.6168e-07 prot_Q04958  -> s_2783 + s_2839 + s_3428 ,YML059C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3027No1,"PC phospholipase B (1-16:1, 2-18:1), ER membrane (No1)",s_2808 + s_3212 + 2.6168e-07 prot_Q04958  -> s_2783 + s_2839 + s_3429 ,YML059C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3028No1,"PC phospholipase B (1-18:0, 2-18:1), ER membrane (No1)",s_2808 + s_3213 + 2.6168e-07 prot_Q04958  -> s_2783 + s_2839 + s_3430 ,YML059C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3029No1,"PC phospholipase B (1-18:1, 2-18:1), ER membrane (No1)",s_2808 + s_3214 + 2.6168e-07 prot_Q04958  -> s_2783 + s_2839 + s_3431 ,YML059C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3030No1,"LPC phospholipase B (16:0), ER membrane (No1)",s_2808 + s_3428 + 2.6168e-07 prot_Q04958  -> s_2783 + s_2836 + s_3447 ,YML059C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3031No1,"LPC phospholipase B (16:1), ER membrane (No1)",s_2808 + s_3429 + 2.6168e-07 prot_Q04958  -> s_2783 + s_2837 + s_3447 ,YML059C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3032No1,"LPC phospholipase B (18:0), ER membrane (No1)",s_2808 + s_3430 + 2.6168e-07 prot_Q04958  -> s_2783 + s_2838 + s_3447 ,YML059C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3033No1,"LPC phospholipase B (18:1), ER membrane (No1)",s_2808 + s_3431 + 2.6168e-07 prot_Q04958  -> s_2783 + s_2839 + s_3447 ,YML059C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3034No1,"PC phospholipase B (1-16:0, 2-16:1), cell envelope (No1)",s_3448 + s_3449 + 2.6168e-07 prot_P39105  -> s_0793 + s_3450 + s_3451 ,YMR008C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3035No1,"PC phospholipase B (1-16:1, 2-16:1), cell envelope (No1)",s_3449 + s_3452 + 2.6168e-07 prot_P39105  -> s_0793 + s_3451 + s_3453 ,YMR008C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3036No1,"PC phospholipase B (1-18:0, 2-16:1), cell envelope (No1)",s_3449 + s_3454 + 2.6168e-07 prot_P39105  -> s_0793 + s_3451 + s_3455 ,YMR008C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3037No1,"PC phospholipase B (1-18:1, 2-16:1), cell envelope (No1)",s_3449 + s_3456 + 2.6168e-07 prot_P39105  -> s_0793 + s_3451 + s_3457 ,YMR008C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3038No1,"PC phospholipase B (1-16:0, 2-18:1), cell envelope (No1)",s_3449 + s_3458 + 2.6168e-07 prot_P39105  -> s_0793 + s_3450 + s_3459 ,YMR008C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3039No1,"PC phospholipase B (1-16:1, 2-18:1), cell envelope (No1)",s_3449 + s_3460 + 2.6168e-07 prot_P39105  -> s_0793 + s_3453 + s_3459 ,YMR008C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3040No1,"PC phospholipase B (1-18:0, 2-18:1), cell envelope (No1)",s_3449 + s_3461 + 2.6168e-07 prot_P39105  -> s_0793 + s_3455 + s_3459 ,YMR008C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3041No1,"PC phospholipase B (1-18:1, 2-18:1), cell envelope (No1)",s_3449 + s_3462 + 2.6168e-07 prot_P39105  -> s_0793 + s_3457 + s_3459 ,YMR008C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3042No1,"LPC phospholipase B (16:0), cell envelope (No1)",s_3449 + s_3450 + 2.6168e-07 prot_P39105  -> s_0793 + s_1432 + s_3463 ,YMR008C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3043No1,"LPC phospholipase B (16:1), cell envelope (No1)",s_3449 + s_3453 + 2.6168e-07 prot_P39105  -> s_0793 + s_1432 + s_3451 ,YMR008C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3044No1,"LPC phospholipase B (18:0), cell envelope (No1)",s_3449 + s_3455 + 2.6168e-07 prot_P39105  -> s_0793 + s_1432 + s_3464 ,YMR008C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3045No1,"LPC phospholipase B (18:1), cell envelope (No1)",s_3449 + s_3457 + 2.6168e-07 prot_P39105  -> s_0793 + s_1432 + s_3459 ,YMR008C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
arm_r_3046,"PE phospholipase B (1-16:0, 2-16:1), cell envelope (arm)",s_3449 + s_3465  -> pmet_r_3046 ,YMR006C or YMR008C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3046No1,"PE phospholipase B (1-16:0, 2-16:1), cell envelope (No1)",pmet_r_3046 + 2.6168e-07 prot_Q03674  -> s_0793 + s_3451 + s_3466 ,YMR006C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3046No2,"PE phospholipase B (1-16:0, 2-16:1), cell envelope (No2)",2.6168e-07 prot_P39105 + pmet_r_3046  -> s_0793 + s_3451 + s_3466 ,YMR008C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
arm_r_3047,"PE phospholipase B (1-16:1, 2-16:1), cell envelope (arm)",s_3449 + s_3467  -> pmet_r_3047 ,YMR006C or YMR008C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3047No1,"PE phospholipase B (1-16:1, 2-16:1), cell envelope (No1)",2.6168e-07 prot_Q03674 + pmet_r_3047  -> s_0793 + s_3451 + s_3468 ,YMR006C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3047No2,"PE phospholipase B (1-16:1, 2-16:1), cell envelope (No2)",2.6168e-07 prot_P39105 + pmet_r_3047  -> s_0793 + s_3451 + s_3468 ,YMR008C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
arm_r_3048,"PE phospholipase B (1-18:0, 2-16:1), cell envelope (arm)",s_3449 + s_3469  -> pmet_r_3048 ,YMR006C or YMR008C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3048No1,"PE phospholipase B (1-18:0, 2-16:1), cell envelope (No1)",2.6168e-07 prot_Q03674 + pmet_r_3048  -> s_0793 + s_3451 + s_3470 ,YMR006C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3048No2,"PE phospholipase B (1-18:0, 2-16:1), cell envelope (No2)",2.6168e-07 prot_P39105 + pmet_r_3048  -> s_0793 + s_3451 + s_3470 ,YMR008C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
arm_r_3049,"PE phospholipase B (1-18:1, 2-16:1), cell envelope (arm)",s_3449 + s_3471  -> pmet_r_3049 ,YMR006C or YMR008C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3049No1,"PE phospholipase B (1-18:1, 2-16:1), cell envelope (No1)",2.6168e-07 prot_Q03674 + pmet_r_3049  -> s_0793 + s_3451 + s_3472 ,YMR006C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3049No2,"PE phospholipase B (1-18:1, 2-16:1), cell envelope (No2)",2.6168e-07 prot_P39105 + pmet_r_3049  -> s_0793 + s_3451 + s_3472 ,YMR008C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
arm_r_3050,"PE phospholipase B (1-16:0, 2-18:1), cell envelope (arm)",s_3449 + s_3473  -> pmet_r_3050 ,YMR006C or YMR008C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3050No1,"PE phospholipase B (1-16:0, 2-18:1), cell envelope (No1)",2.6168e-07 prot_Q03674 + pmet_r_3050  -> s_0793 + s_3459 + s_3466 ,YMR006C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3050No2,"PE phospholipase B (1-16:0, 2-18:1), cell envelope (No2)",2.6168e-07 prot_P39105 + pmet_r_3050  -> s_0793 + s_3459 + s_3466 ,YMR008C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
arm_r_3051,"PE phospholipase B (1-16:1, 2-18:1), cell envelope (arm)",s_3449 + s_3474  -> pmet_r_3051 ,YMR006C or YMR008C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3051No1,"PE phospholipase B (1-16:1, 2-18:1), cell envelope (No1)",2.6168e-07 prot_Q03674 + pmet_r_3051  -> s_0793 + s_3459 + s_3468 ,YMR006C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3051No2,"PE phospholipase B (1-16:1, 2-18:1), cell envelope (No2)",2.6168e-07 prot_P39105 + pmet_r_3051  -> s_0793 + s_3459 + s_3468 ,YMR008C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
arm_r_3052,"PE phospholipase B (1-18:0, 2-18:1), cell envelope (arm)",s_3449 + s_3475  -> pmet_r_3052 ,YMR006C or YMR008C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3052No1,"PE phospholipase B (1-18:0, 2-18:1), cell envelope (No1)",2.6168e-07 prot_Q03674 + pmet_r_3052  -> s_0793 + s_3459 + s_3470 ,YMR006C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3052No2,"PE phospholipase B (1-18:0, 2-18:1), cell envelope (No2)",2.6168e-07 prot_P39105 + pmet_r_3052  -> s_0793 + s_3459 + s_3470 ,YMR008C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
arm_r_3053,"PE phospholipase B (1-18:1, 2-18:1), cell envelope (arm)",s_3449 + s_3476  -> pmet_r_3053 ,YMR006C or YMR008C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3053No1,"PE phospholipase B (1-18:1, 2-18:1), cell envelope (No1)",2.6168e-07 prot_Q03674 + pmet_r_3053  -> s_0793 + s_3459 + s_3472 ,YMR006C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3053No2,"PE phospholipase B (1-18:1, 2-18:1), cell envelope (No2)",2.6168e-07 prot_P39105 + pmet_r_3053  -> s_0793 + s_3459 + s_3472 ,YMR008C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
arm_r_3054,"LPE phospholipase B (16:0), cell envelope (arm)",s_3449 + s_3466  -> pmet_r_3054 ,YMR006C or YMR008C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3054No1,"LPE phospholipase B (16:0), cell envelope (No1)",2.6168e-07 prot_Q03674 + pmet_r_3054  -> s_0793 + s_3463 + s_3477 ,YMR006C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3054No2,"LPE phospholipase B (16:0), cell envelope (No2)",2.6168e-07 prot_P39105 + pmet_r_3054  -> s_0793 + s_3463 + s_3477 ,YMR008C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
arm_r_3055,"LPE phospholipase B (16:1), cell envelope (arm)",s_3449 + s_3468  -> pmet_r_3055 ,YMR006C or YMR008C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3055No1,"LPE phospholipase B (16:1), cell envelope (No1)",2.6168e-07 prot_Q03674 + pmet_r_3055  -> s_0793 + s_3451 + s_3477 ,YMR006C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3055No2,"LPE phospholipase B (16:1), cell envelope (No2)",2.6168e-07 prot_P39105 + pmet_r_3055  -> s_0793 + s_3451 + s_3477 ,YMR008C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
arm_r_3056,"LPE phospholipase B (18:0), cell envelope (arm)",s_3449 + s_3470  -> pmet_r_3056 ,YMR006C or YMR008C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3056No1,"LPE phospholipase B (18:0), cell envelope (No1)",2.6168e-07 prot_Q03674 + pmet_r_3056  -> s_0793 + s_3464 + s_3477 ,YMR006C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3056No2,"LPE phospholipase B (18:0), cell envelope (No2)",2.6168e-07 prot_P39105 + pmet_r_3056  -> s_0793 + s_3464 + s_3477 ,YMR008C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
arm_r_3057,"LPE phospholipase B (18:1), cell envelope (arm)",s_3449 + s_3472  -> pmet_r_3057 ,YMR006C or YMR008C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3057No1,"LPE phospholipase B (18:1), cell envelope (No1)",2.6168e-07 prot_Q03674 + pmet_r_3057  -> s_0793 + s_3459 + s_3477 ,YMR006C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3057No2,"LPE phospholipase B (18:1), cell envelope (No2)",2.6168e-07 prot_P39105 + pmet_r_3057  -> s_0793 + s_3459 + s_3477 ,YMR008C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
arm_r_3058,"PS phospholipase B (1-16:0, 2-16:1), cell envelope (arm)",s_3449 + s_3478  -> pmet_r_3058 ,YMR006C or YOL011W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3058No1,"PS phospholipase B (1-16:0, 2-16:1), cell envelope (No1)",2.6168e-07 prot_Q03674 + pmet_r_3058  -> s_0793 + s_3451 + s_3479 ,YMR006C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3058No2,"PS phospholipase B (1-16:0, 2-16:1), cell envelope (No2)",pmet_r_3058 + 2.6168e-07 prot_Q08108  -> s_0793 + s_3451 + s_3479 ,YOL011W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
arm_r_3059,"PS phospholipase B (1-16:1, 2-16:1), cell envelope (arm)",s_3449 + s_3480  -> pmet_r_3059 ,YMR006C or YOL011W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3059No1,"PS phospholipase B (1-16:1, 2-16:1), cell envelope (No1)",2.6168e-07 prot_Q03674 + pmet_r_3059  -> s_0793 + s_3451 + s_3481 ,YMR006C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3059No2,"PS phospholipase B (1-16:1, 2-16:1), cell envelope (No2)",2.6168e-07 prot_Q08108 + pmet_r_3059  -> s_0793 + s_3451 + s_3481 ,YOL011W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
arm_r_3060,"PS phospholipase B (1-18:0, 2-16:1), cell envelope (arm)",s_3449 + s_3482  -> pmet_r_3060 ,YMR006C or YOL011W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3060No1,"PS phospholipase B (1-18:0, 2-16:1), cell envelope (No1)",2.6168e-07 prot_Q03674 + pmet_r_3060  -> s_0793 + s_3451 + s_3483 ,YMR006C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3060No2,"PS phospholipase B (1-18:0, 2-16:1), cell envelope (No2)",2.6168e-07 prot_Q08108 + pmet_r_3060  -> s_0793 + s_3451 + s_3483 ,YOL011W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
arm_r_3061,"PS phospholipase B (1-18:1, 2-16:1), cell envelope (arm)",s_3449 + s_3484  -> pmet_r_3061 ,YMR006C or YOL011W,0,Inf,0,sce00564  Glycerophospholipid metabolism,
r_3061No1,"PS phospholipase B (1-18:1, 2-16:1), cell envelope (No1)",2.6168e-07 prot_Q03674 + pmet_r_3061  -> s_0793 + s_3451 + s_3485 ,YMR006C,0,Inf,0,sce00564  Glycerophospholipid metabolism,
